1,4,10,2,20,U,1,277.04
2,4,10,2,20,S,1,234.84,0,1,1,1
3,4,10,2,20,U,1,311.85
4,4,10,2,20,S,1,169.99,1,0,0,0
5,4,10,2,20,S,1,77.01,0,0,1,1
6,4,10,2,20,S,1,292.06,1,1,0,1
7,4,10,2,20,S,1,41.01,0,0,0,0
8,4,10,2,20,U,1,254.87
9,4,10,2,20,U,1,257.97
10,4,10,2,20,U,1,257.97
11,8,16,2,32,U,1,6505.01
12,8,16,2,32,U,1,5606.89
13,8,16,2,32,S,1,2833.13,1,0,0,0,1,0,1,0
14,8,16,2,32,S,1,2037.05,0,1,0,0,1,1,1,1
15,8,16,2,32,U,1,6350.04
16,8,16,2,32,U,1,4884.0
17,8,16,2,32,S,1,2639.06,1,0,0,0,0,0,1,0
18,8,16,2,32,U,1,5002.02
19,8,16,2,32,S,1,1544.0,0,1,0,0,0,1,1,0
20,8,16,2,32,S,1,3127.81,1,0,1,0,1,1,1,1
21,12,24,2,48,S,1,9283.07,0,0,0,1,1,0,1,0,1,1,0,1
22,12,24,2,48,S,1,989.2,0,0,0,0,0,0,0,1,1,1,0,0
23,12,24,2,48,U,1,88578.94
24,12,24,2,48,U,1,85604.91
25,12,24,2,48,S,1,4323.01,0,0,0,0,1,1,0,1,1,1,1,0
26,12,24,2,48,U,1,96359.97
27,12,24,2,48,U,1,81311.94
28,12,24,2,48,S,1,72726.01,1,0,1,0,1,0,0,0,0,1,1,1
29,12,24,2,48,U,1,94094.99
30,12,24,2,48,S,1,24122.95,0,0,1,1,0,1,1,1,1,1,1,0
31,16,32,2,64,S,1,86282.97,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
32,16,32,2,64,U,1,1572777.03
33,16,32,2,64,S,1,513881.92,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1
34,16,32,2,64,S,1,532220.84,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1
35,16,32,2,64,U,1,1365507.84
36,16,32,2,64,S,1,465137.96,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1
37,16,32,2,64,U,1,1465662.0
38,16,32,2,64,U,1,1827165.13
39,16,32,2,64,S,1,1073529.01,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
40,16,32,2,64,U,1,1673640.97
41,18,36,2,72,U,1,6554412.13
42,18,36,2,72,U,1,7318953.04
43,18,36,2,72,U,1,6365479.95
44,18,36,2,72,U,1,6111495.97
45,18,36,2,72,U,1,6192976.95
46,18,36,2,72,U,1,6771205.19
47,18,36,2,72,U,1,6672289.13
48,18,36,2,72,S,1,6468870.88,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
49,18,36,2,72,U,1,6583622.93
50,18,36,2,72,S,1,1232701.06,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
51,20,40,2,80,U,1,26922090.05
52,20,40,2,80,U,1,24726272.82
53,20,40,2,80,S,1,4272257.09,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1
54,20,40,2,80,U,1,28114523.89
55,20,40,2,80,U,1,28085929.87
56,20,40,2,80,U,1,28352173.09
57,20,40,2,80,U,1,27530487.06
58,20,40,2,80,S,1,21238145.11,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
59,20,40,2,80,U,1,26804443.84
60,20,40,2,80,S,1,1028110.03,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61,22,44,2,88,S,1,90726311.92,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
62,22,44,2,88,U,1,107833570.0
63,22,44,2,88,U,1,111938003.06
64,22,44,2,88,U,1,101258880.85
65,22,44,2,88,U,1,120298219.2
66,22,44,2,88,U,1,114504853.96
67,22,44,2,88,U,1,126337049.01
68,22,44,2,88,U,1,116399240.97
69,22,44,2,88,U,1,115731857.06
70,22,44,2,88,U,1,109717276.81
71,24,48,2,96,S,1,98790213.11,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
72,24,48,2,96,U,1,496447416.07
73,24,48,2,96,U,1,470272588.97
74,24,48,2,96,S,1,209375235.08,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
75,24,48,2,96,U,1,544785310.98
76,24,48,2,96,U,1,461362622.02
77,24,48,2,96,U,1,475754463.2
78,24,48,2,96,U,1,458539850.0
79,24,48,2,96,U,1,478521276.0
80,24,48,2,96,S,1,115050174.95,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1
81,4,20,3,60,U,1,495.91
82,4,20,3,60,S,1,337.12,1,0,0,0
83,4,20,3,60,S,1,256.06,0,1,1,0
84,4,20,3,60,S,1,672.1,1,1,1,0
85,4,20,3,60,U,1,783.92
86,4,20,3,60,S,1,616.07,1,1,0,1
87,4,20,3,60,U,1,570.06
88,4,20,3,60,U,1,523.09
89,4,20,3,60,U,1,650.88
90,4,20,3,60,S,1,537.87,1,0,1,0
91,8,40,3,120,S,1,4215.96,0,1,1,1,1,0,0,1
92,8,40,3,120,S,1,463.96,0,0,0,0,1,0,0,0
93,8,40,3,120,S,1,6984.0,1,0,0,1,0,1,1,0
94,8,40,3,120,U,1,14447.93
95,8,40,3,120,U,1,8649.11
96,8,40,3,120,U,1,9540.08
97,8,40,3,120,U,1,9772.06
98,8,40,3,120,U,1,10275.13
99,8,40,3,120,U,1,7585.05
100,8,40,3,120,U,1,9956.84
101,12,60,3,180,U,1,176373.96
102,12,60,3,180,S,1,18695.83,0,0,0,1,0,1,0,0,0,0,0,0
103,12,60,3,180,U,1,173216.1
104,12,60,3,180,S,1,94950.91,0,1,1,1,0,0,0,1,1,0,0,0
105,12,60,3,180,U,1,162367.11
106,12,60,3,180,U,1,174792.05
107,12,60,3,180,U,1,173082.11
108,12,60,3,180,U,1,183291.91
109,12,60,3,180,S,1,86906.91,1,0,0,0,0,0,0,0,0,1,0,0
110,12,60,3,180,U,1,179251.91
111,16,80,3,240,U,1,3049310.21
112,16,80,3,240,S,1,931970.12,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
113,16,80,3,240,U,1,2875623.94
114,16,80,3,240,U,1,2916584.97
115,16,80,3,240,U,1,2740195.04
116,16,80,3,240,U,1,3036808.01
117,16,80,3,240,U,1,3083699.94
118,16,80,3,240,U,1,2715010.17
119,16,80,3,240,U,1,2876531.84
120,16,80,3,240,S,1,184418.92,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1
121,18,90,3,270,U,1,12132435.08
122,18,90,3,270,U,1,11652485.13
123,18,90,3,270,U,1,13498764.99
124,18,90,3,270,U,1,11909619.09
125,18,90,3,270,U,1,11832281.83
126,18,90,3,270,S,1,1602600.81,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
127,18,90,3,270,S,1,795032.98,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
128,18,90,3,270,S,1,7468603.13,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1
129,18,90,3,270,U,1,10975034.95
130,18,90,3,270,S,1,5725120.07,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0
131,20,100,3,300,S,1,40586786.03,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1
132,20,100,3,300,U,1,43026376.96
133,20,100,3,300,S,1,24883188.01,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0
134,20,100,3,300,U,1,48443646.19
135,20,100,3,300,S,1,43205428.84,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1
136,20,100,3,300,U,1,44246757.98
137,20,100,3,300,U,1,50871397.02
138,20,100,3,300,S,1,21479596.14,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
139,20,100,3,300,U,1,46302659.03
140,20,100,3,300,U,1,49793786.05
141,22,110,3,330,S,1,176720772.03,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1
142,22,110,3,330,S,1,15860597.13,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1
143,22,110,3,330,U,1,208582717.9
144,22,110,3,330,U,1,192207163.1
145,22,110,3,330,U,1,187839603.19
146,22,110,3,330,U,1,191754088.88
147,22,110,3,330,U,1,230271013.98
148,22,110,3,330,U,1,209198045.97
